plotID,Year,siteID,domainID,decimalLatitude,decimalLongitude,nlcdClass,Habitat,I,N,NI,c8To0Concentration,c10To0Concentration,c11To0Concentration,lipid2OH10To0Concentration,c12To0Concentration,c13To0Concentration,lipid2OH12To0Concentration,lipid3OH12To0Concentration,c14To1Concentration,c14To0Concentration,i14To0Concentration,i15To0Concentration,aC15To0Concentration,c15To0Concentration,c15To1Concentration,lipid2OH14To0Concentration,lipid3OH14To0Concentration,i16To0Concentration,cis16To1n9Concentration,c16To1n7Concentration,c16To1Cis11Concentration,c16To0Concentration,lipid10Methyl16To0Concentration,i17To0Concentration,c17To1Concentration,cyclo17To0Concentration,c17To0Concentration,c17To0AnteisoConcentration,c17To1n7Concentration,lipid2OH16To0Concentration,lipid10Methyl17To0Concentration,lipid10Methyl17To1Concentration,c18To1n13Concentration,c18To3n6Concentration,cis18To2n912Concentration,cis18To1n9Concentration,trans18To1n9Concentration,trans18To2n912Concentration,c18To3n3Concentration,c18To1n11Concentration,c18To0Concentration,lipid10Methyl18To0Concentration,lipid10Methyl18To1Concentration,cyclo19To0Concentration,c19To0Concentration,c19To1Cis10Concentration,c20To4n6Concentration,c20To5n3Concentration,c20To3n6Concentration,c20To2Concentration,c20To1Concentration,c20To3n3Concentration,c20To0Concentration,c21To0Concentration,c22To2Concentration,c22To1n9Concentration,c22To0Concentration,c22To6CisConcentration,c23To0Concentration,c24To1Concentration,c24To0Concentration,totalLipidConcentration,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,soilMoisture,soilInWaterpH
PUUM_007,2018,PUUM,D20,19.554243,-155.228851,evergreenForest,Evergreen Forest,,57.64761905,,NA,0,0,0.615,1.006666667,0,NA,NA,0.801666667,7.408333333,3.155,56.16166667,22.77166667,4.861666667,0,NA,NA,15.895,37.74833333,NA,37.10833333,137.0533333,40.30666667,13.84333333,0,12.52333333,5.976666667,9.498333333,NA,0.48,2.628333333,NA,NA,4.235,44.58166667,84.30333333,NA,NA,NA,109.2016667,NA,16.32666667,NA,94.115,NA,NA,10.29666667,2.686666667,2.186666667,0.91,4.258333333,NA,3.086666667,0.403333333,0.188333333,0,2.748333333,0.8,0.766666667,0.075,4.82,795.8333333,3.135763889,-26.90520833,0.239479167,4.831423611,20.36458333,3.399416667,5.143333333
PUUM_010,2021,PUUM,D20,19.564817,-155.313626,evergreenForest,Evergreen Forest,,52.5,,NA,0,0,0,0.12,0,NA,NA,0,2.725,1.171666667,18.77666667,9.673333333,1.496666667,0,NA,NA,4.035,19.97666667,5,13.09166667,41.43,12.94166667,3.313333333,0.076666667,7.018333333,1.866666667,2.728333333,2.581666667,0,0.6,0.396666667,3.751666667,0.926666667,15.755,28.445,NA,NA,NA,46.29166667,NA,3.251666667,4.31,31.75166667,NA,0,4.466666667,1.068333333,0.793333333,0.201666667,1.335,NA,1.365,0.295,0,0,1.885,0.865,0.235,0,2.381666667,298.3733333,2.253900709,-27.11560284,0.303687943,7.26358156,21.18913043,4.253777778,4.923333333
PUUM_010,2020,PUUM,D20,19.564817,-155.313626,evergreenForest,Evergreen Forest,,97,,NA,0,0,0.358333333,0.271666667,0,NA,NA,0.173333333,4.35,1.628333333,32.335,14.30333333,2.591666667,0,NA,NA,7.441666667,30.825,NA,23.87833333,69.17833333,10.3,6.245,0,9.875,3.036666667,4.71,NA,0,1.18,NA,NA,1.813333333,27.785,54.75,NA,NA,NA,71.73166667,NA,6.73,NA,58.73166667,NA,NA,8.576666667,4.238333333,0.886666667,2.571666667,1.578333333,NA,2.033333333,0.393333333,0.158333333,0,3.388333333,0.898333333,0.46,0,4.671666667,474.0683333,2.329225352,-27.05352113,0.307957746,7.304612676,21.25821429,4.069555556,4.816666667
PUUM_010,2019,PUUM,D20,19.564817,-155.313626,evergreenForest,Evergreen Forest,,58.66666667,,NA,0,0,0.535,1.004166667,0,NA,NA,0.595,6.400833333,2.9925,42.82416667,22.8275,3.340833333,0,NA,NA,10.32666667,42.01333333,NA,29.735,99.73833333,31.62833333,8.791666667,0.305833333,14.28,4.531666667,6.8025,NA,0,1.993333333,NA,NA,1.421666667,29.27666667,60.19083333,NA,NA,NA,95.78833333,NA,8.946666667,NA,62.10333333,NA,NA,5.051666667,1.9625,1.7475,0.521666667,3.314166667,NA,2.686666667,0.399166667,0,0,3.944166667,0.815,0.890833333,0,5.749166667,615.4575,2.46451049,-27.19702797,0.288391608,6.776590909,21.66056338,3.658153846,5.069333333
PUUM_010,2018,PUUM,D20,19.564817,-155.313626,evergreenForest,Evergreen Forest,,38.83333333,,NA,0,0,0.721666667,2.153333333,0,NA,NA,0.948333333,8.275,3.341666667,49.18833333,24.82166667,5.183333333,0,NA,NA,15.82833333,44.53333333,NA,33.725,125.7133333,33.98333333,11.175,0.22,14.34,6.53,8.22,NA,0.108333333,2.935,NA,NA,2.643333333,38.97166667,86.24166667,NA,NA,NA,98.79166667,NA,12.09666667,NA,80.74,NA,NA,10.69833333,5.543333333,2.696666667,3.14,3.253333333,NA,3.8,1.101666667,0.226666667,0,5.375,2.05,1.195,0,7.19,757.6766667,2.594444444,-27.32013889,0.275590278,6.438402778,22.01979167,4.100666667,4.928333333
PUUM_014,2021,PUUM,D20,19.587494,-155.339669,evergreenForest,Evergreen Forest,,59.25,,NA,0,0,0,0,0,NA,NA,0,2.35,1.19,18.785,9.123333333,1.233333333,0,NA,NA,3.86,20.19166667,4.415,12.96166667,35.61,11.79166667,3.265,0,6.63,1.521666667,2.57,2.308333333,0,0.56,0.418333333,3.77,0.793333333,8.95,27.35,NA,NA,NA,43.48,NA,3.243333333,3.853333333,31.90333333,NA,0,3.721666667,0.948333333,0.88,0.161666667,1.655,NA,1.355,0.055,0,0,1.903333333,0.528333333,0.203333333,0,2.568333333,276.095,2.064171123,-26.84361702,0.371550802,8.537712766,20.15519126,3.796333333,4.984444444
PUUM_014,2020,PUUM,D20,19.587494,-155.339669,evergreenForest,Evergreen Forest,,67.41666667,,NA,0,0,0.27,0,0,NA,NA,0,4.071666667,1.931666667,33.09166667,16.2,2.168333333,0,NA,NA,6.871666667,36.61,NA,22.97,67.88,8.991666667,6.158333333,0,12.40166667,3.071666667,4.54,NA,0,1.038333333,NA,NA,1.263333333,14.32166667,45.96666667,NA,NA,NA,81.43666667,NA,5.785,NA,50.30833333,NA,NA,6.103333333,1.768333333,0.888333333,0.213333333,2.996666667,NA,2.27,0.606666667,0,0,3.693333333,0.801666667,0.641666667,0,5.04,452.355,2.063829787,-26.86417112,0.36537234,8.162780749,20.26939891,4.045666667,4.852222222
PUUM_014,2019,PUUM,D20,19.587494,-155.339669,evergreenForest,Evergreen Forest,,76.66666667,,NA,0,0,0.518333333,0.635,0,NA,NA,0.833333333,6.921666667,3.056666667,55.585,27.41166667,3.881666667,0,NA,NA,13.6,53.72666667,NA,37.65,106.4283333,36.75,11.11166667,0,16.775,4.326666667,8.286666667,NA,0,2.671666667,NA,NA,2.321666667,23.945,83.40833333,NA,NA,NA,120.0366667,NA,12.31666667,NA,105.325,NA,NA,6.685,2.97,2.093333333,0.576666667,4.75,NA,2.995,0.421666667,0,0,4.805,1.233333333,1.003333333,0,6.221666667,771.2616667,1.959259259,-26.75106383,0.334603175,7.543776596,20.64648649,3.8784,4.741111111
PUUM_014,2018,PUUM,D20,19.587494,-155.339669,evergreenForest,Evergreen Forest,,79.125,,NA,0,0,1.193333333,1.703333333,0,NA,NA,0.996666667,7.213333333,3.826666667,47.34333333,24.63333333,4.063333333,0,NA,NA,12.71666667,53.84333333,NA,34.24333333,106.69,32.71333333,10.37,0,17.09,5.643333333,7.413333333,NA,0,2.603333333,NA,NA,2.083333333,17.98,64.71333333,NA,NA,NA,110.09,NA,9.8,NA,60.44,NA,NA,7.31,4.366666667,2.213333333,1.576666667,4.283333333,NA,4.363333333,0.26,0,0,7.87,1.11,0.95,0,10.33666667,684.0266667,2.086021505,-26.84893617,0.362580645,8.139361702,20.01978022,3.465,5.17
PUUM_015,2021,PUUM,D20,19.561039,-155.249535,evergreenForest,Evergreen Forest,,40.11666667,,NA,0,0,0.118333333,0,0,NA,NA,0,2.501666667,1.04,17.725,6.771666667,1.641666667,0,NA,NA,4.975,13.17666667,3.526666667,14.13,48.965,8.32,3.493333333,0.45,4.358333333,1.876666667,3.295,2.606666667,0.09,0.728333333,0.753333333,5.506666667,1.658333333,17.66666667,29.945,NA,NA,NA,33.96833333,NA,6.036666667,4.488333333,40.19,NA,0,3.883333333,1.045,0.838333333,1.025,0.81,NA,1.086666667,0,0,0.051666667,1.156666667,0.191666667,0.181666667,0,1.603333333,291.8583333,2.291666667,-27.04826389,0.4896875,10.65329861,19.425,4.464333333,4.795555556
PUUM_015,2020,PUUM,D20,19.561039,-155.249535,evergreenForest,Evergreen Forest,,29.64166667,,NA,0,0,0.151666667,0,0,NA,NA,0,3.911666667,1.371666667,27.395,9.298333333,2.545,0,NA,NA,7.145,19.28333333,NA,18.91666667,69.45,11.94,5.115,0.185,5.886666667,3.335,3.805,NA,0,1.158333333,NA,NA,3.543333333,33.46166667,47.1,NA,NA,NA,45,NA,7.108333333,NA,50.18666667,NA,NA,5.946666667,2.44,1.39,1.246666667,1.391666667,NA,1.618333333,0.118333333,0,0.153333333,2.378333333,0.548333333,0.335,0,2.946666667,397.7883333,2.457986111,-27.09930556,0.540972222,11.18368056,18.82986111,4.649777778,4.581111111
PUUM_015,2019,PUUM,D20,19.561039,-155.249535,evergreenForest,Evergreen Forest,,30.375,,NA,0,0,0.2925,0.981666667,0,NA,NA,0.4825,6.171666667,2.49,42.94,16.6675,3.968333333,0,NA,NA,13.075,32.4,NA,32.44083333,115.5708333,28.58333333,9.65,0.420833333,9.450833333,5.673333333,7.034166667,NA,0.21,1.950833333,NA,NA,3.3925,45.81833333,73.39916667,NA,NA,NA,80.05166667,NA,12.60833333,NA,70.4425,NA,NA,12.76416667,6.8875,2.081666667,3.9975,2.0375,NA,2.305833333,0.1375,0.254166667,0,2.441666667,0.543333333,0.699166667,0,3.7925,654.0983333,2.423611111,-27.05086806,0.521666667,11.29123264,19.33003472,3.50437037,4.858
PUUM_015,2018,PUUM,D20,19.561039,-155.249535,evergreenForest,Evergreen Forest,,20.66666667,,NA,0,0,0.573333333,1.163333333,0,NA,NA,0.401666667,5.661666667,2.36,36.735,14.71833333,3.918333333,0,NA,NA,11.68833333,25.60666667,NA,28.365,115.43,24.83166667,8.876666667,1.22,8.418333333,4.841666667,6.386666667,NA,0.236666667,2.095,NA,NA,3.343333333,42.61,67.13,NA,NA,NA,66.59833333,NA,12.92666667,NA,65.17666667,NA,NA,9.155,2.876666667,1.773333333,1.703333333,2.42,NA,2.665,0.266666667,0,0,2.796666667,0.631666667,0.613333333,0,3.936666667,590.1466667,2.551041667,-27.04236111,0.578611111,12.17336806,18.87708333,3.625916667,4.916666667
PUUM_031,2020,PUUM,D20,19.553624,-155.319191,evergreenForest,Evergreen Forest,57,73.95833333,,NA,0,0,0,0,0,NA,NA,0,2.97,1.304,26.33,10.984,1.516,0,NA,NA,6.272,23.942,NA,15.698,44.548,9.324,4.516,0,7.334,1.812,3.35,NA,0,0.95,NA,NA,2.298,10.216,35.592,NA,NA,NA,49.99,NA,3.446,NA,39.5,NA,NA,5.14,1.586,1.044,0,2.254,NA,1.504,0.06,0,0,2.844,0.588,0.39,0,4.284,321.566,3.47375,-26.68375,0.1375,1.900875,13.48,4.10625,4.155
PUUM_031,2019,PUUM,D20,19.553624,-155.319191,evergreenForest,Evergreen Forest,12.75,17.41666667,,NA,0,0,0.142,0.352,0,NA,NA,0.424,4.78,2.02,37.992,16.268,2.956,0,NA,NA,9.9,34.04,NA,22.408,69.292,24.184,7.432,0,10.828,4.074,5.202,NA,0.166,1.612,NA,NA,2.876,20.6,55.032,NA,NA,NA,67.054,NA,5.638,NA,52.498,NA,NA,12.282,5.532,1.784,3.528,1.544,NA,1.808,0.086,0.114,0,2.942,0.73,0.782,0,4.79,493.746,2.84625,-26.695,0.134625,1.837375,13.23375,4.067,4.37
PUUM_032,2019,PUUM,D20,19.55072,-155.315984,evergreenForest,Evergreen Forest,0.5,56.58333333,,NA,0,0,1.0925,0.79,0.0825,NA,NA,0.7925,6.2875,2.1825,36.5975,17.5175,5.6175,0,NA,NA,14.515,33.055,NA,32.7125,130.8325,23.87,7.225,0,8.4425,6.055,8.8175,NA,0.22,2.7025,NA,NA,3.325,78.75,96.8175,NA,NA,NA,67.0275,NA,12.095,NA,72.8425,NA,NA,4.6375,7.49,2.345,3.715,1.655,NA,3.3,0,0.23,0.95,7.7725,0.4225,0.875,0,10.3,713.9325,3.0875,-26.50833333,0.16125,1.929583333,11.72083333,3.687625,4.6375
PUUM_034,2021,PUUM,D20,19.549124,-155.312265,evergreenForest,Evergreen Forest,,67.3,,NA,0,0,0,0.143333333,0,NA,NA,0.05,3.158333333,0.978333333,28.43833333,8.833333333,2.098333333,0,NA,NA,9.296666667,16.615,3.923333333,14.58,50.71333333,14.83333333,4.213333333,0.308333333,5.076666667,2.003333333,3.578333333,3.338333333,0,1.633333333,1.568333333,5.803333333,2.723333333,16.545,39.97333333,NA,NA,NA,29.81,NA,4.886666667,2.405,50.58333333,NA,0,4.775,1.87,1.45,0.403333333,2.015,NA,1.468333333,0.058333333,0,0.108333333,1.695,0.375,0.383333333,0,2.356666667,345.06,3.069444444,-26.88518519,0.299351852,7.053518519,17.5787037,4.778555556,3.867777778
PUUM_034,2020,PUUM,D20,19.549124,-155.312265,evergreenForest,Evergreen Forest,,49.13333334,,NA,0,0,0,0,0,NA,NA,0,4.013333333,1.278333333,32.59333333,10.375,2.846666667,0,NA,NA,11.705,24.21666667,NA,21.855,70.53333333,4.576666667,5.608333333,0,5.906666667,3.58,4.533333333,NA,0,2.418333333,NA,NA,4.831666667,28.19166667,55.90166667,NA,NA,NA,41.27333333,NA,8.103333333,NA,61.38,NA,NA,5.785,1.761666667,1.316666667,0.758333333,1.895,NA,1.801666667,0.095,0,0,3.531666667,0.528333333,0.71,0,5.27,429.15,3.047222222,-26.92962963,0.266111111,6.183518519,17.76481481,4.95,3.896666667
PUUM_034,2019,PUUM,D20,19.549124,-155.312265,evergreenForest,Evergreen Forest,,34.69166666,,NA,0,0,0.64,0.766666667,0,NA,NA,0.661666667,7.043333333,1.885,50.60833333,16.69666667,5.378333333,0,NA,NA,18.89666667,35.42,NA,34.80833333,135.675,30.285,9.196666667,0.786666667,10.50833333,6.181666667,6.873333333,NA,0.245,3.381666667,NA,NA,8.555,77.43666667,97.52166667,NA,NA,NA,63.135,NA,10.865,NA,87.82666667,NA,NA,11.69166667,5.038333333,3.195,2.586666667,4.208333333,NA,2.275,0.548333333,0.216666667,0.393333333,3.608333333,1.036666667,1.715,0.08,6.073333333,764.0483333,2.527777778,-27.21851852,0.334351852,7.968703704,18.16944444,4.805866667,3.904444444
PUUM_042,2021,PUUM,D20,19.553912,-155.321175,evergreenForest,Evergreen Forest,,53.16666667,,NA,0,0,0,0,0,NA,NA,0,2.206666667,0.8,19.28,6.686666667,1.26,0,NA,NA,4.85,14.33,3.043333333,14.61666667,27.92666667,9.366666667,2.72,0,3.563333333,1.01,2.423333333,2.113333333,0,0.886666667,0.54,4.023333333,0.583333333,10.76333333,32.55666667,NA,NA,NA,24.94333333,NA,2.896666667,2.36,36.07,NA,0,3.546666667,1.26,0.293333333,0.823333333,0.726666667,NA,1.146666667,0,0,0,2.486666667,0.74,0,0,2.716666667,245.5566667,-1.4,-28.06666667,0.82,21.90333333,26.96666667,4.878,4.2
KONZ_001,2021,KONZ,D06,39.075067,-96.555874,grasslandHerbaceous,Herbaceous,,49.34166667,,NA,0,0,0,0.174444444,0,NA,NA,0.1,1.251111111,1.123333333,12.67,12.70444444,0.858888889,0,NA,NA,6.502222222,7.707777778,1.741111111,5.876666667,19.45888889,12.88888889,4.266666667,0,4.138888889,1.014444444,6.101111111,1.683333333,0.017777778,0.901111111,3.05,3.757777778,0.194444444,6.94,14.19888889,NA,NA,NA,14.69111111,NA,4.572222222,1.993333333,20.55111111,NA,0,1.497777778,0.39,0.411111111,0.902222222,0.136666667,NA,0.784444444,0,0.087777778,0,0.406666667,0,0.016666667,0,0.498888889,176.2677778,2.646153846,-25.82781457,0.85083612,19.33589404,26.3103139,0.314333333,6.267777778
KONZ_001,2020,KONZ,D06,39.075067,-96.555874,grasslandHerbaceous,Herbaceous,,84.76666667,,NA,0,0,0,0,0,NA,NA,0.105,1.64,1.41,16.765,16.025,1.106666667,0,NA,NA,8.99,9.801666667,NA,8.943333333,25.75,15.96166667,5.845,0,5.273333333,1.303333333,7.781666667,NA,0.1,1.278333333,NA,NA,0.3,6.543333333,16.00833333,NA,NA,NA,19.90333333,NA,6.285,NA,25.61833333,NA,NA,1.706666667,0.503333333,0.471666667,0.723333333,0.671666667,NA,1.083333333,0,0.125,0,0.658333333,0,0.141666667,0,0.923333333,209.7266667,2.657487923,-25.85441176,0.937246377,20.87617647,25.96226415,0.286833333,6.3
KONZ_001,2017,KONZ,D06,39.075067,-96.555874,grasslandHerbaceous,Herbaceous,,96.45892857,0.75,0,0,0,0,0,0.061111111,1.687777778,0,13.41111111,0.626666667,2.891111111,33.73666667,40.39666667,0.521111111,0,0,0,8.277777778,6.71,NA,14.58444444,28.37888889,3.163333333,16.02222222,2.545555556,2.823333333,0.97,24.09666667,NA,0.166666667,27.83333333,NA,NA,0.232222222,1.328888889,15.35333333,4.685555556,0.095555556,0.45,22.73888889,6.5,5.945555556,NA,2.301111111,NA,13.73111111,0.782222222,0.612222222,0.051111111,0.577777778,0.328888889,0.113333333,0.275555556,,0,0.113333333,0.257777778,0,0,0,0.397777778,305.7733333,2.629931973,-25.81911263,0.782517007,17.8909215,26.64688995,0.277277778,6.41
KONZ_002,2021,KONZ,D06,39.119992,-96.546015,grasslandHerbaceous,Herbaceous,1.5,85.30833333,4.25,NA,0,0,0,0.077777778,0,NA,NA,0.073333333,1.108888889,2.475555556,13.01111111,7.385555556,0.765555556,0,NA,NA,6.586666667,9.527777778,1.692222222,6.267777778,19.37555556,20.23111111,4.808888889,0,5.168888889,1.027777778,5.473333333,2.23,0.017777778,0.934444444,5.03,4.326666667,0.097777778,3.782222222,11.99555556,NA,NA,NA,13.69222222,NA,3.926666667,1.708888889,17.97555556,NA,0,0.96,0.201111111,0.516666667,0.194444444,0.912222222,NA,0.662222222,0,0,0,0.275555556,0,0,0,0.3,174.78,2.837681159,-25.61977612,0.536557971,12.91380597,28.40662651,0.290555556,7.458888889
KONZ_002,2020,KONZ,D06,39.119992,-96.546015,grasslandHerbaceous,Herbaceous,,65.5,,NA,0,0,0,0.04,0,NA,NA,0.065,1.26,2.501666667,15.015,8.481666667,0.91,0,NA,NA,8.201666667,9.813333333,NA,7.2,21.85666667,22.68,6.048333333,0,5.076666667,1.076666667,6.528333333,NA,0.066666667,1.258333333,NA,NA,0.101666667,5.001666667,14.56333333,NA,NA,NA,14.69666667,NA,5.026666667,NA,20.635,NA,NA,1.256666667,0.343333333,0.596666667,0,1.301666667,NA,0.666666667,0,0,0,0.333333333,0,0.046666667,0.016666667,0.54,183.1916667,2.82032967,-25.68087432,0.537362637,12.90196721,28.05044248,0.255166667,7.52
KONZ_002,2017,KONZ,D06,39.119992,-96.546015,grasslandHerbaceous,Herbaceous,,146.375,0.5,0,0,0,0.051111111,0,0.055555556,1.286666667,0,10.06888889,0.636666667,11.40111111,49.82888889,26.33777778,0.966666667,0,0,0,8.974444444,7.877777778,NA,17.95111111,34.16333333,5.007777778,37.01777778,4.335555556,3.631111111,2.781111111,34.48222222,NA,0.836666667,61.53777778,NA,NA,0.814444444,2.111111111,17.28333333,5.657777778,0.526666667,0.765555556,24.39444444,15.77333333,17.62888889,NA,0.47,NA,7.542222222,1.014444444,0.413333333,0.136666667,0.597777778,0.484444444,0.28,0.152222222,,0,0.002222222,0.078888889,0,0.055555556,0,0.165555556,415.5811111,2.744237918,-25.67230216,0.527695167,12.34014388,28.34792899,0.310555556,7.66375
KONZ_003,2021,KONZ,D06,39.088076,-96.570347,grasslandHerbaceous,Herbaceous,1,122.8583333,3.625,NA,0,0,0,0.165555556,0,NA,NA,0.034444444,1.332222222,2.216666667,15.25777778,12.09777778,0.986666667,0,NA,NA,7.732222222,9.442222222,2.021111111,6.141111111,20.99444444,20.11111111,5.244444444,0,5.273333333,1.245555556,7.035555556,2.006666667,0.022222222,1.138888889,4.686666667,4.09,0.02,4.048888889,11.90555556,NA,NA,NA,16.30888889,NA,4.068888889,2.003333333,24.19,NA,0,1.252222222,0.383333333,0.512222222,0.567777778,0.462222222,NA,0.802222222,0,0.03,0,0.37,0,0.051111111,0,0.384444444,196.6411111,2.672047244,-25.93913043,0.779645669,16.66150198,28.83461538,0.345111111,6.854444444
KONZ_003,2020,KONZ,D06,39.088076,-96.570347,grasslandHerbaceous,Herbaceous,,116.3416667,3,NA,0,0,0,0,0,NA,NA,0.07,1.405,3.15,17.34666667,12.53333333,1.083333333,0,NA,NA,9.306666667,11.27333333,NA,8.02,24.84,25.83,6.74,0,6.13,1.341666667,8.326666667,NA,0.026666667,1.278333333,NA,NA,0.11,5.388333333,15.23666667,NA,NA,NA,17.32,NA,5.325,NA,27.145,NA,NA,1.688333333,0.518333333,0.665,0.303333333,1.263333333,NA,0.735,0,0.071666667,0,0.418333333,0,0.113333333,0,0.488333333,215.48,2.921052632,-25.79212121,0.699824561,14.7590303,29.04117647,0.292333333,7.068333333
KONZ_003,2017,KONZ,D06,39.088076,-96.570347,grasslandHerbaceous,Herbaceous,1.5,228.639881,2,0,0,0,0.111111111,0,0.031111111,0.951111111,0,10.65333333,0.596666667,9.953333333,41.59444444,33.43111111,1.083333333,0,0,0,8.586666667,8.26,NA,13.57666667,28.86,6.303333333,24.20777778,3.628888889,3.501111111,1.811111111,37.09333333,NA,0.437777778,54.08,NA,NA,0.284444444,1.683333333,12.99,5.726666667,0,0.468888889,22.01777778,10.70666667,15.10222222,NA,0.494444444,NA,12.02444444,0.607777778,0.265555556,0.037777778,0.528888889,0.376666667,0.112222222,0.273333333,,0,0.055555556,0.242222222,0,0.057777778,0,0.334444444,373.1911111,2.864143426,-25.86367188,0.750677291,14.96527344,28.79615385,0.317222222,7.138888889
KONZ_004,2021,KONZ,D06,39.110568,-96.550145,grasslandHerbaceous,Herbaceous,,66.14047619,,NA,0,0,0,0.058888889,0,NA,NA,0.018888889,0.841111111,2.001111111,9.392222222,5.425555556,0.584444444,0,NA,NA,5.377777778,6.498888889,1.161111111,4.32,15.01222222,14.81666667,3.642222222,0,4.033333333,0.753333333,4.084444444,1.584444444,0,0.765555556,4.135555556,2.74,0.138888889,3.158888889,8.348888889,NA,NA,NA,9.048888889,NA,3.131111111,1.211111111,13.74555556,NA,0,0.757777778,0.185555556,0.505555556,0.045555556,0.372222222,NA,0.56,0,0,0,0.228888889,0,0,0,0.243333333,128.9144444,2.588695652,-25.97991453,0.784695652,15.99564103,29.61571429,0.274777778,7.681111111
KONZ_004,2020,KONZ,D06,39.110568,-96.550145,grasslandHerbaceous,Herbaceous,,61.94166667,,NA,0,0,0,0.116666667,0,NA,NA,0,1.445,3.2,14.98666667,8.755,0.995,0,NA,NA,8.536666667,12.13166667,NA,8.795,24.65,23.76166667,5.996666667,0,6.69,1.178333333,6.38,NA,0.051666667,1.288333333,NA,NA,0.181666667,5.76,15.77666667,NA,NA,NA,17.385,NA,5.366666667,NA,19.83166667,NA,NA,1.565,0.443333333,0.843333333,0,1.466666667,NA,0.708333333,0,0,0,0.395,0,0.023333333,0,0.508333333,199.2033333,2.912658228,-25.82820513,0.777658228,15.47596154,26.49489796,0.3455,7.703333333
KONZ_004,2017,KONZ,D06,39.110568,-96.550145,grasslandHerbaceous,Herbaceous,,119.6107143,,0,0,0,0.101111111,0,0,0.662222222,0,4.942222222,0.291111111,9.64,31.93,15.88333333,0.657777778,0,0,0,7.576666667,7.786666667,NA,13.70888889,23.96222222,4.362222222,19.26555556,3.475555556,3.578888889,1.93,20.38777778,NA,0.477777778,42.57888889,NA,NA,0.535555556,1.726666667,13.95222222,4.804444444,0.347777778,0.281111111,17.74,9.037777778,12.41111111,NA,1.457777778,NA,8.556666667,0.831111111,0.4,0.063333333,0.552222222,0.546666667,0.164444444,0.194444444,,0,0.045555556,0.06,0,0.02,0,0.242222222,287.2033333,2.818220339,-25.89188034,0.776567797,15.61145299,27.08493151,0.250277778,7.782222222
KONZ_005,2021,KONZ,D06,39.082563,-96.566704,grasslandHerbaceous,Herbaceous,0.5,157.3833333,5.625,NA,0,0,0,0.105555556,0,NA,NA,0.045555556,1.106666667,1.603333333,12.61666667,9.606666667,0.871111111,0,NA,NA,6.227777778,7.565555556,1.661111111,4.851111111,17.42,17.37666667,4.352222222,0,4.263333333,1.156666667,5.654444444,1.724444444,0.018888889,0.974444444,4.254444444,3.246666667,0.034444444,3.301111111,10.64888889,NA,NA,NA,12.70777778,NA,3.725555556,1.484444444,19.07888889,NA,0,1.253333333,0.296666667,0.486666667,0.572222222,0.422222222,NA,0.644444444,0,0,0,0.286666667,0,0,0,0.29,161.9133333,4.075103734,-25.4661157,0.948049793,15.18413223,15.17421384,0.313444444,7.047777778
KONZ_005,2020,KONZ,D06,39.082563,-96.566704,grasslandHerbaceous,Herbaceous,,92.49166666,3,NA,0,0,0,0,0,NA,NA,0.045,1.41,1.845,15.54333333,12.43,1.141666667,0,NA,NA,7.98,8.405,NA,6.213333333,21.83333333,21.075,5.765,0,4.485,1.453333333,7.363333333,NA,0,1.281666667,NA,NA,0.17,5.636666667,13.66166667,NA,NA,NA,14.60666667,NA,5.01,NA,23.425,NA,NA,1.77,0.478333333,0.498333333,0.72,0.626666667,NA,0.713333333,0,0.081666667,0,0.435,0,0.076666667,0,0.543333333,186.7133333,4.255,-25.4474359,0.82275,12.54923077,13.984,0.264,7.106666667
KONZ_005,2017,KONZ,D06,39.082563,-96.566704,grasslandHerbaceous,Herbaceous,3,161.372619,,0,0,0,0.115555556,0,0,1.048888889,0,16.06666667,1.3,11.67222222,56.28333333,43.81888889,1.358888889,0,0,0,10.84111111,8.955555556,NA,16.78666667,27.25666667,4.437777778,22.26444444,4.832222222,4.19,3.235555556,27.18888889,NA,0.643333333,57.31222222,NA,NA,0.503333333,1.653333333,19.16555556,6.785555556,0.335555556,0.556666667,19.68777778,20.09,21.15444444,NA,0.552222222,NA,9.71,0.936666667,0.347777778,0.043333333,0.442222222,0.437777778,0.311111111,0.364444444,,0,0.057777778,0.233333333,0,0.094444444,0,0.445555556,423.5188889,4.194514768,-25.44728033,0.919957806,14.39372385,14.79539474,0.282722222,7.28
KONZ_042,2021,KONZ,D06,39.09957,-96.564404,grasslandHerbaceous,Herbaceous,,96.81666666,,NA,0,0,0,0.078888889,0,NA,NA,0,0.996666667,1.971111111,12.11555556,8.99,0.748888889,0,NA,NA,5.871111111,7.326666667,1.578888889,4.932222222,16.91444444,16.81777778,4.175555556,0,4.531111111,0.962222222,5.365555556,1.735555556,0,0.862222222,4.366666667,3.212222222,0.027777778,3.69,9.477777778,NA,NA,NA,11.54777778,NA,3.465555556,1.49,18.97666667,NA,0,1.025555556,0.274444444,0.45,0.371111111,0.366666667,NA,0.652222222,0,0.013333333,0,0.257777778,0,0,0,0.278888889,155.9033333,2.668534483,-25.90638298,1.093663793,19.62714894,25.09370629,0.362555556,7.19
